Complaint Id,Tax ID,CCRB Substantiated Officer Disposition,Board Discipline Recommendation,Non-APU NYPD Penalty Report Date,Officer is_APU,APU CCRB Trial Recommended Penalty,APU Trial Commissioner Recommended Penalty,APU Plea Agreed Penalty,APU Case Status,APU Closing Date,NYPD Officer Penalty
201607201,933160,Substantiated (Formalized Training),,02/28/2018,No,,,,,,Formalized Training
201607222,947520,Substantiated (Formalized Training),,02/28/2018,No,,,,,,No penalty
201607222,952451,Substantiated (Formalized Training),,02/28/2018,No,,,,,,No penalty
201607222,953574,Substantiated (Formalized Training),,02/28/2018,No,,,,,,No penalty
201607222,956933,Substantiated (Formalized Training),,02/28/2018,No,,,,,,No penalty
201607268,948031,Substantiated (Command Discipline A),,02/28/2018,No,,,,,,Command Discipline - A
201607274,927822,Substantiated (Formalized Training),,10/28/2017,No,,,,,,Instructions
201607275,952245,Substantiated (Charges),,,Yes,Forfeit vacation 30 days,Forfeit vacation 15 days,,Closed: Guilty after trial,03/27/2018,Forfeit vacation 15 days
201607362,930552,Substantiated (Command Lvl Instructions),,02/28/2018,No,,,,,,Command Discipline - A
201607451,938090,Substantiated (Command Discipline A),,02/28/2018,No,,,,,,No penalty
201607451,954576,Substantiated (Command Discipline A),,02/28/2018,No,,,,,,Formalized Training
201607457,933254,Substantiated (Command Lvl Instructions),,11/28/2017,No,,,,,,Instructions
201607488,942129,Substantiated (Command Discipline B),,02/28/2018,No,,,,,,No penalty
201607488,944739,Substantiated (Command Discipline B),,02/28/2018,No,,,,,,No penalty
201607556,951594,Substantiated (Command Discipline B),,02/28/2018,No,,,,,,Resigned
201607556,952004,Substantiated (Command Discipline B),,02/28/2018,No,,,,,,Command Discipline - A
201607556,952007,Substantiated (Charges),,,Yes,Forfeit vacation 15 days,Forfeit vacation 15 days,,Closed: Guilty after trial,05/17/2019,Forfeit vacation 15 days
201607580,946082,Substantiated (Command Discipline A),,07/28/2021,No,,,,,,Command Discipline - A
201607599,945688,Substantiated (Command Discipline B),,11/28/2017,No,,,,,,No penalty
201607604,925648,Substantiated (Formalized Training),,02/28/2018,No,,,,,,Formalized Training
201607604,945316,Substantiated (Formalized Training),,02/28/2018,No,,,,,,Formalized Training
201607604,948594,Substantiated (Formalized Training),,02/28/2018,No,,,,,,Formalized Training
201607619,938331,Substantiated (Command Discipline B),,,No,,,,,,
201607728,944897,Substantiated (Command Discipline A),,01/28/2018,No,,,,,,Command Discipline - A
201607750,954032,Substantiated (Command Discipline B),,06/28/2019,No,,,,,,Vacation: 15 days
201607782,942823,Substantiated (Command Discipline B),,03/28/2018,No,,,,,,Command Discipline - A
201607782,948727,Substantiated (Formalized Training),,03/28/2018,No,,,,,,Instructions
201607782,954096,Substantiated (Command Discipline A),,03/28/2018,No,,,,,,Instructions
201607783,936994,Substantiated (Formalized Training),,03/28/2018,No,,,,,,Formalized Training
201607788,898737,Substantiated (Charges),,,Yes,Dismissal Probation 30 days,Dismissal Probation 30 days,,Closed: Guilty after trial,06/13/2019,Dismissal Probation 30 days
201607838,946971,Substantiated (Charges),,,Yes,,,,Pending,,APU - Decision Pending
201607855,957344,Substantiated (Command Lvl Instructions),,01/28/2018,No,,,,,,Formalized Training
201607870,930421,Substantiated (Command Discipline B),,11/28/2017,No,,,,,,Formalized Training
201607913,926259,Substantiated (Command Discipline A),,01/28/2018,No,,,,,,No penalty
201607965,906542,Substantiated (Command Discipline A),,03/28/2018,No,,,,,,Command Discipline - A
201607995,938197,Substantiated (Formalized Training),,03/28/2018,No,,,,,,Formalized Training
201607995,954509,Substantiated (Formalized Training),,03/28/2018,No,,,,,,Closed Administratively (No penalty reported)
201607995,955382,Substantiated (Formalized Training),,03/28/2018,No,,,,,,Formalized Training
201608013,932745,Substantiated (Command Discipline A),,03/28/2018,No,,,,,,Instructions
201608013,945533,Substantiated (Command Discipline B),,03/28/2018,No,,,,,,Command Discipline - A
201608016,952365,Substantiated (Charges),,,Yes,,,,"Closed: Retained, without discipline",05/29/2018,No penalty
201608016,960081,Substantiated (Command Discipline A),,06/28/2018,No,,,,,,Command Discipline - A
201608018,953955,Substantiated (Command Discipline A),,03/28/2018,No,,,,,,Command Discipline - A
201608020,946346,Substantiated (Formalized Training),,03/28/2018,No,,,,,,Formalized Training
201608020,947275,Substantiated (Formalized Training),,03/28/2018,No,,,,,,Formalized Training
201608051,954816,Substantiated (Charges),,,Yes,,,,"Closed: Retained, with discipline",02/23/2018,Formalized Training
201608063,952505,Substantiated (Formalized Training),,05/28/2017,No,,,,,,Formalized Training
201608154,934891,Substantiated (Formalized Training),,10/28/2017,No,,,,,,Formalized Training
201608200,955450,Substantiated (Command Discipline B),,03/28/2018,No,,,,,,Command Discipline - A
201608263,944576,Substantiated (Command Discipline A),,03/28/2018,No,,,,,,Command Discipline - A
201608391,958781,Substantiated (Formalized Training),,02/28/2018,No,,,,,,No penalty
201608411,940578,Substantiated (Formalized Training),,04/28/2018,No,,,,,,Instructions
201608412,914984,Substantiated (Command Discipline A),,04/28/2018,No,,,,,,Command Discipline - A
201608444,946897,Substantiated (Formalized Training),,12/28/2017,No,,,,,,Formalized Training
201608465,956922,Substantiated (Formalized Training),,12/28/2017,No,,,,,,Formalized Training
201608467,930995,Substantiated (Command Discipline A),,03/28/2018,No,,,,,,Command Discipline - A
201608480,950577,Substantiated (Formalized Training),,03/28/2018,No,,,,,,Instructions
201608496,958797,Substantiated (Formalized Training),,03/28/2018,No,,,,,,No penalty
201608530,942445,Substantiated (Command Discipline A),,04/28/2018,No,,,,,,Command Discipline - A
201608576,949364,Substantiated (Charges),,,Yes,,,,"Closed: Retained, with discipline",05/09/2018,Formalized Training
201608584,941566,Substantiated (Charges),,,Yes,,,,"Closed: Retained, without discipline",04/05/2018,No penalty
201608616,944907,Substantiated (Command Discipline A),,05/28/2018,No,,,,,,No penalty
201608621,920746,Substantiated (Formalized Training),,04/28/2018,No,,,,,,Command Discipline - A
201608641,944294,Substantiated (Command Discipline A),,03/28/2018,No,,,,,,Command Discipline - A
201608693,925787,Substantiated (Command Discipline A),,03/28/2018,No,,,,,,No penalty
201608697,948483,Substantiated (Command Discipline A),,04/28/2018,No,,,,,,Command Discipline - A
201608716,958504,Substantiated (Formalized Training),,04/28/2018,No,,,,,,Formalized Training
201608744,926798,Substantiated (Charges),,,Yes,,,Forfeit vacation 30 days,Closed: Resolved by plea,06/13/2019,Forfeit vacation 30 days
201608744,948185,Substantiated (Command Discipline A),,03/28/2018,No,,,,,,Formalized Training
201608765,935886,Substantiated (Command Lvl Instructions),,04/28/2018,No,,,,,,Formalized Training
201608778,940578,Substantiated (Command Discipline A),,04/28/2018,No,,,,,,Command Discipline - A
201608806,901544,Substantiated (Formalized Training),,03/28/2018,No,,,,,,Formalized Training
201608859,934202,Substantiated (Charges),,,Yes,Dismissal Probation 30 days,Dismissed,,Closed: Not guilty after trial,10/26/2018,
201608875,934466,Substantiated (Command Lvl Instructions),,04/28/2018,No,,,,,,Formalized Training
201608992,929740,Substantiated (Command Discipline A),,04/28/2018,No,,,,,,Command Discipline - A
201608992,943590,Substantiated (Command Discipline A),,04/28/2018,No,,,,,,Command Discipline - A
201608992,948739,Substantiated (Command Discipline A),,04/28/2018,No,,,,,,Command Discipline - A
201608992,955377,Substantiated (Command Discipline A),,04/28/2018,No,,,,,,Command Discipline - A
201609072,954092,Substantiated (Command Lvl Instructions),,04/28/2018,No,,,,,,Instructions
201609123,947138,Substantiated (Command Discipline A),,07/28/2019,No,,,,,,Command Discipline - A
201609123,953542,Substantiated (Command Discipline B),,07/28/2019,No,,,,,,Command Discipline - A
201609147,943759,Substantiated (Formalized Training),,04/28/2018,No,,,,,,Formalized Training
201609182,939495,Substantiated (Command Discipline B),,03/28/2018,No,,,,,,Formalized Training
201609209,952946,Substantiated (Formalized Training),,04/28/2018,No,,,,,,Formalized Training
201609337,945718,Substantiated (Command Discipline A),,05/28/2018,No,,,,,,Command Discipline - A
201609358,950261,Substantiated (Command Discipline A),,05/28/2018,No,,,,,,Command Discipline - A
201609365,944908,Substantiated (Command Lvl Instructions),,05/28/2018,No,,,,,,Instructions
201609390,884330,Substantiated (Formalized Training),,03/28/2018,No,,,,,,Formalized Training
201609390,944687,Substantiated (Formalized Training),,03/28/2018,No,,,,,,Formalized Training
201609432,918332,Substantiated (Command Discipline B),,04/28/2018,No,,,,,,No penalty
201609514,954032,Substantiated (Charges),,,Yes,,,Forfeit vacation 5 days,Closed: Resolved by plea,05/22/2019,Forfeit vacation 5 days
201609557,937294,Substantiated (Command Discipline A),,05/28/2018,No,,,,,,Formalized Training
201609557,944524,Substantiated (Command Discipline A),,05/28/2018,No,,,,,,Formalized Training
201609591,902480,Substantiated (Command Lvl Instructions),,04/28/2018,No,,,,,,Formalized Training
201609591,940682,Substantiated (Command Lvl Instructions),,04/28/2018,No,,,,,,Formalized Training
201609694,946312,Substantiated (Command Discipline A),,02/28/2018,No,,,,,,Formalized Training
201609694,952221,Substantiated (Command Discipline A),,02/28/2018,No,,,,,,Formalized Training
201609709,944709,Substantiated (Formalized Training),,03/28/2018,No,,,,,,Formalized Training
201609709,959220,Substantiated (Command Lvl Instructions),,03/28/2018,No,,,,,,Formalized Training
201609758,941705,Substantiated (Command Lvl Instructions),,03/28/2018,No,,,,,,Instructions
201609781,948751,Substantiated (Command Discipline A),,03/28/2020,No,,,,,,Command Discipline - A
201609781,953159,Substantiated (Command Discipline A),,03/28/2020,No,,,,,,No penalty
201609784,946615,Substantiated (Command Discipline A),,04/28/2018,No,,,,,,Command Discipline - A
201609849,951231,Substantiated (Formalized Training),,05/28/2018,No,,,,,,Formalized Training
201609900,941281,Substantiated (Command Discipline A),,08/28/2020,No,,,,,,Suspension: 30 days / Vacation: 15 days / Probation: 30 days
201609938,946334,Substantiated (Command Discipline A),,05/28/2018,No,,,,,,Closed Administratively (No penalty reported)
201609940,902754,Substantiated (Command Discipline B),,04/28/2018,No,,,,,,Formalized Training
201609940,907359,Substantiated (Command Discipline B),,04/28/2018,No,,,,,,Formalized Training
201609960,934431,Substantiated (Charges),,,Yes,,,,"Closed: Previously adjudicated, with discipline",03/10/2018,Terminated
201609960,944827,Substantiated (Charges),,,Yes,,,Forfeit vacation 7 days,Closed: Resolved by plea,08/17/2018,Forfeit vacation 7 days
201609961,932522,Substantiated (Command Discipline A),,05/28/2018,No,,,,,,Instructions
201610022,936506,Substantiated (Command Discipline A),,06/28/2018,No,,,,,,Command Discipline - A
201610050,933664,Substantiated (Command Discipline B),,,No,,,,,,
201610050,957821,Substantiated (Command Discipline A),,,No,,,,,,
201610150,904167,Substantiated (Command Discipline A),,05/28/2018,No,,,,,,No penalty
201610161,896654,Substantiated (Command Discipline A),,05/28/2018,No,,,,,,Command Discipline - A
201610231,938604,Substantiated (Command Lvl Instructions),,05/28/2018,No,,,,,,Formalized Training
201610231,945635,Substantiated (Command Lvl Instructions),,05/28/2018,No,,,,,,Formalized Training
201610234,902581,Substantiated (Command Discipline B),,09/28/2018,No,,,,,,Command Discipline - B
201610287,922716,Substantiated (Command Discipline B),,06/28/2018,No,,,,,,Command Discipline - B
201610287,952133,Substantiated (Command Discipline A),,06/28/2018,No,,,,,,Formalized Training
201610373,940043,Substantiated (Command Discipline A),,06/28/2018,No,,,,,,Instructions
201610382,938641,Substantiated (Command Discipline A),,05/28/2018,No,,,,,,Command Discipline - A
201610382,945542,Substantiated (Command Discipline A),,05/28/2018,No,,,,,,Command Discipline - A
201610409,944480,Substantiated (Command Discipline A),,06/28/2018,No,,,,,,Command Discipline - A
201610413,941904,Substantiated (Command Discipline A),,06/28/2018,No,,,,,,Formalized Training
201610413,953978,Substantiated (Command Discipline A),,06/28/2018,No,,,,,,Formalized Training
201610413,955457,Substantiated (Command Discipline A),,06/28/2018,No,,,,,,Formalized Training
201610447,945633,Substantiated (Command Discipline B),,03/28/2018,No,,,,,,Command Discipline - A
201610447,952929,Substantiated (Command Discipline B),,03/28/2018,No,,,,,,Formalized Training
201610448,932193,Substantiated (Formalized Training),,05/28/2018,No,,,,,,Formalized Training
201610465,959572,Substantiated (Command Discipline A),,06/28/2018,No,,,,,,Command Discipline - A
201610506,949202,Substantiated (Command Discipline B),,05/28/2018,No,,,,,,Formalized Training
201610558,933593,Substantiated (Command Lvl Instructions),,04/28/2018,No,,,,,,Command Discipline - A
201610558,951877,Substantiated (Formalized Training),,04/28/2018,No,,,,,,Formalized Training
201610580,932277,Substantiated (Charges),,,Yes,Forfeit vacation 10 days,Forfeit vacation 2 days,,Closed: Guilty after trial,11/09/2018,Forfeit vacation 2 days
201700064,948589,Substantiated (Charges),,,Yes,Dismissal Probation,Dismissed,,Closed: Not guilty after trial,04/15/2020,
201700112,949647,Substantiated (Command Lvl Instructions),,05/28/2018,No,,,,,,Formalized Training
201700134,959224,Substantiated (Command Discipline A),,06/28/2018,No,,,,,,Formalized Training
201700136,914921,Substantiated (Charges),,,Yes,,,,Closed: Retired,01/05/2018,
201700136,923789,Substantiated (Charges),,,Yes,Dismissal Probation 30 days,,,Closed: Not guilty after trial,04/26/2019,
201700136,945512,Substantiated (Charges),,,Yes,Forfeit vacation 15 days,,,Closed: Not guilty after trial,04/26/2019,
201700199,936870,Substantiated (Charges),,,Yes,,,Forfeit vacation 10 days,Closed: Resolved by plea,07/24/2019,Forfeit vacation 4 days
201700199,947541,Substantiated (Charges),,,Yes,Forfeit vacation 5 days,Forfeit vacation 4 days,,Closed: Guilty after trial,07/15/2019,Forfeit vacation 4 days
201700199,947807,Substantiated (Charges),,,Yes,Forfeit vacation 5 days,Forfeit vacation 4 days,,Closed: Guilty after trial,07/15/2019,Forfeit vacation 4 days
201700239,937079,Substantiated (Command Lvl Instructions),,04/28/2018,No,,,,,,Instructions
201700305,947243,Substantiated (Command Discipline A),,07/28/2018,No,,,,,,Formalized Training
201700305,954772,Substantiated (Command Discipline A),,07/28/2018,No,,,,,,Formalized Training
201700305,955781,Substantiated (Command Discipline A),,07/28/2018,No,,,,,,Formalized Training
201700336,940591,Substantiated (Charges),,,Yes,,,Forfeit vacation 7 days,Closed: Resolved by plea,06/25/2019,Forfeit vacation 7 days
201700355,958715,Substantiated (Command Discipline A),,07/28/2018,No,,,,,,Command Discipline - A
201700423,941552,Substantiated (Formalized Training),,04/28/2018,No,,,,,,Instructions
201700425,953977,Substantiated (Formalized Training),,05/28/2018,No,,,,,,Formalized Training
201700425,955479,Substantiated (Formalized Training),,05/28/2018,No,,,,,,Formalized Training
201700544,925313,Substantiated (Formalized Training),,05/28/2018,No,,,,,,Formalized Training
201700546,942101,Substantiated (Command Discipline A),,07/28/2018,No,,,,,,Formalized Training
201700650,943567,Substantiated (Charges),,,Yes,,,Forfeit vacation 10 days,Closed: Resolved by plea,02/27/2019,Forfeit vacation 10 days
201700650,951125,Substantiated (Charges),,,Yes,Forfeit vacation 15 days,Forfeit vacation 10 days,,Closed: Guilty after trial,06/25/2019,Forfeit vacation 10 days
201700665,949072,Substantiated (Command Discipline A),,07/28/2018,No,,,,,,Command Discipline - A
201700703,952557,Substantiated (Command Discipline A),,07/28/2018,No,,,,,,Formalized Training
201700703,961323,Substantiated (Command Discipline A),,07/28/2018,No,,,,,,Formalized Training
201700728,907369,Substantiated (Command Discipline A),,10/28/2017,No,,,,,,Command Discipline - A
201700728,940589,Substantiated (Command Discipline A),,10/28/2017,No,,,,,,Command Discipline - A
201700742,943240,Substantiated (Formalized Training),,07/28/2018,No,,,,,,Formalized Training
201700742,945504,Substantiated (Formalized Training),,07/28/2018,No,,,,,,Formalized Training
201700793,949945,Substantiated (Command Discipline A),,07/28/2018,No,,,,,,Resigned
201700793,954743,Substantiated (Command Discipline B),,07/28/2018,No,,,,,,No penalty
201700800,920950,Substantiated (Command Discipline A),,07/28/2018,No,,,,,,No penalty
201700807,944292,Substantiated (Charges),,,Yes,,,,"Closed: Retained, with discipline",07/26/2018,Instructions
201700807,956555,Substantiated (Charges),,,Yes,,,,"Closed: Retained, with discipline",07/26/2018,Instructions
201700825,926188,Substantiated (Charges),,,Yes,Forfeit vacation 10 days,,,Closed: Not guilty after trial,11/26/2019,
201700825,943389,Substantiated (Charges),,,Yes,Forfeit vacation 8 days,,,Closed: Not guilty after trial,11/26/2019,
201700839,952286,Substantiated (Command Discipline B),,07/28/2018,No,,,,,,Command Discipline - A
201700839,957993,Substantiated (Command Discipline B),,07/28/2018,No,,,,,,Command Discipline - A
201700942,946365,Substantiated (Formalized Training),,07/28/2018,No,,,,,,Formalized Training
201701024,904971,Substantiated (Command Discipline B),,01/28/2018,No,,,,,,Retired
201701097,956794,Substantiated (Command Lvl Instructions),,07/28/2018,No,,,,,,Instructions
201701220,943491,Substantiated (Formalized Training),,08/28/2018,No,,,,,,Formalized Training
201701220,954508,Substantiated (Formalized Training),,08/28/2018,No,,,,,,Formalized Training
201701245,917690,Substantiated (Command Discipline B),,02/28/2018,No,,,,,,Formalized Training
201701245,924477,Substantiated (Command Discipline B),,02/28/2018,No,,,,,,Formalized Training
201701245,940367,Substantiated (Command Discipline B),,02/28/2018,No,,,,,,Formalized Training
201701257,957359,Substantiated (Command Discipline B),,05/28/2018,No,,,,,,Command Discipline - A
201701267,946684,Substantiated (Charges),,,Yes,,,Forfeit vacation 25 days,Closed: Resolved by plea,05/13/2020,Forfeit vacation 15 days
201701267,953913,Substantiated (Command Discipline B),,08/28/2018,No,,,,,,Command Discipline - B
201701267,959968,Substantiated (Command Discipline B),,08/28/2018,No,,,,,,Command Discipline - B
201701370,944428,Substantiated (Command Discipline B),,04/28/2018,No,,,,,,Command Discipline - B
201701414,956208,Substantiated (Command Lvl Instructions),,05/28/2018,No,,,,,,Formalized Training
201701424,949044,Substantiated (Formalized Training),,08/28/2020,No,,,,,,Vacation: 10 days
201701515,938578,Substantiated (Command Discipline A),,08/28/2018,No,,,,,,Command Discipline - A
201701559,960692,Substantiated (Command Discipline B),,08/28/2018,No,,,,,,Formalized Training
201701610,960674,Substantiated (Command Lvl Instructions),,06/28/2018,No,,,,,,Formalized Training
201701614,938008,Substantiated (Formalized Training),,08/28/2018,No,,,,,,No penalty
201701615,902480,Substantiated (Command Discipline A),,08/28/2018,No,,,,,,No penalty
201701615,940682,Substantiated (Command Discipline A),,08/28/2018,No,,,,,,No penalty
201701637,931851,Substantiated (Command Discipline A),,08/28/2018,No,,,,,,Command Discipline - A
201701649,953671,Substantiated (Command Lvl Instructions),,08/28/2018,No,,,,,,Formalized Training
201701649,954114,Substantiated (Command Lvl Instructions),,08/28/2018,No,,,,,,Formalized Training
201701698,960061,Substantiated (Command Lvl Instructions),,08/28/2018,No,,,,,,Formalized Training
201701698,960147,Substantiated (Command Lvl Instructions),,08/28/2018,No,,,,,,Formalized Training
201701699,924449,Substantiated (Command Discipline B),,,No,,,,,,
201701700,949746,Substantiated (Command Discipline A),,08/28/2018,No,,,,,,Instructions
201701717,933122,Substantiated (Command Discipline A),,09/28/2018,No,,,,,,Formalized Training
201701777,925800,Substantiated (Formalized Training),,05/28/2018,No,,,,,,Instructions
201701838,926257,Substantiated (Charges),,,Yes,,,,"Closed: Retained, without discipline",07/08/2020,No penalty
201701838,954084,Substantiated (Charges),,,Yes,,,Forfeit vacation 4 days,Closed: Resolved by plea,09/17/2019,Forfeit vacation 4 days
201701844,957266,Substantiated (Command Lvl Instructions),,09/28/2018,No,,,,,,No penalty
201701879,955235,Substantiated (Formalized Training),,06/28/2018,No,,,,,,Formalized Training
201701883,957895,Substantiated (Command Discipline A),,09/28/2018,No,,,,,,No penalty
201701964,942535,Substantiated (Command Lvl Instructions),,08/28/2018,No,,,,,,Instructions
201701980,912084,Substantiated (Formalized Training),,09/28/2018,No,,,,,,No penalty
201701996,950494,Substantiated (Formalized Training),,07/28/2018,No,,,,,,Formalized Training
201702059,956547,Substantiated (Command Lvl Instructions),,09/28/2018,No,,,,,,Formalized Training
201702090,956788,Substantiated (Formalized Training),,08/28/2018,No,,,,,,Formalized Training
201702102,954245,Substantiated (Formalized Training),,08/28/2018,No,,,,,,Formalized Training
201702102,954738,Substantiated (Formalized Training),,08/28/2018,No,,,,,,Formalized Training
201702111,937068,Substantiated (Charges),,,Yes,,,,"Closed: Retained, with discipline",09/17/2019,Suspension 15 days
201702181,943460,Substantiated (Command Lvl Instructions),,08/28/2018,No,,,,,,No penalty
201702181,955915,Substantiated (Command Lvl Instructions),,08/28/2018,No,,,,,,No penalty
201702185,932957,Substantiated (Formalized Training),,08/28/2018,No,,,,,,Formalized Training
201702185,952553,Substantiated (Formalized Training),,08/28/2018,No,,,,,,Formalized Training
201702223,945659,Substantiated (Command Discipline A),,09/28/2018,No,,,,,,Command Discipline - A
201702243,914030,Substantiated (Formalized Training),,07/28/2018,No,,,,,,Formalized Training
201702334,949762,Substantiated (Command Lvl Instructions),,09/28/2018,No,,,,,,Instructions
201702356,933389,Substantiated (Charges),,,Yes,,,Forfeit vacation 8 days,Closed: Resolved by plea,10/24/2018,Forfeit vacation 8 days
201702363,947112,Substantiated (Charges),,,Yes,,,Forfeit vacation 10 days,Closed: Resolved by plea,12/11/2018,Forfeit vacation 10 days
201702384,910284,Substantiated (Command Discipline A),,07/28/2018,No,,,,,,No penalty
201702384,933652,Substantiated (Command Discipline A),,07/28/2018,No,,,,,,Formalized Training
201702415,939968,Substantiated (Command Discipline B),,04/28/2018,No,,,,,,Formalized Training
201702421,939236,Substantiated (Command Discipline A),,09/28/2018,No,,,,,,Formalized Training
201702421,950765,Substantiated (Formalized Training),,09/28/2018,No,,,,,,Formalized Training
201702421,951935,Substantiated (Formalized Training),,09/28/2018,No,,,,,,Formalized Training
201702427,938557,Substantiated (Charges),,,Yes,Forfeit vacation 15 days,,,Closed: Not guilty after trial,05/22/2020,
201702427,948285,Substantiated (Charges),,,Yes,Forfeit vacation 25 days,,,Closed: Not guilty after trial,05/22/2020,
201702479,937294,Substantiated (Command Discipline A),,07/28/2018,No,,,,,,Command Discipline - A
201702505,950091,Substantiated (Charges),,,Yes,,,Forfeit vacation 11 days,Closed: Resolved by plea,05/22/2019,Forfeit vacation 11 days
201702555,954154,Substantiated (Command Discipline A),,09/28/2018,No,,,,,,Command Discipline - A
201702558,957945,Substantiated (Command Discipline A),,06/28/2021,No,,,,,,Command Discipline - A
201702561,953226,Substantiated (Command Lvl Instructions),,09/28/2018,No,,,,,,Instructions
201702667,948314,Substantiated (Command Discipline A),,09/28/2018,No,,,,,,Command Discipline - A
201702740,934950,Substantiated (Charges),,,Yes,Forfeit vacation 12 days,,,Closed: Not guilty after trial,07/30/2021,
201702740,949158,Substantiated (Charges),,,Yes,Forfeit vacation 20 days,Suspension 10 days,,Closed: Guilty after trial,07/30/2021,Suspension 10 days / Forfeit vacation 10 days
201702755,904971,Substantiated (Charges),,,Yes,,,,Closed: Retired,01/11/2018,
201702768,955381,Substantiated (Formalized Training),,09/28/2018,No,,,,,,Instructions
201702786,954954,Substantiated (Formalized Training),,01/28/2018,No,,,,,,Formalized Training
201702789,947536,Substantiated (Command Lvl Instructions),,10/28/2018,No,,,,,,No penalty
201702803,946349,Substantiated (Command Lvl Instructions),,05/28/2018,No,,,,,,Instructions
201702803,962109,Substantiated (Command Lvl Instructions),,05/28/2018,No,,,,,,Instructions
201702813,928869,Substantiated (Command Discipline A),,10/28/2018,No,,,,,,Command Discipline - A
201702888,945472,Substantiated (Command Discipline B),,09/28/2018,No,,,,,,Formalized Training
201702888,946241,Substantiated (Command Discipline B),,09/28/2018,No,,,,,,Formalized Training
201702888,950113,Substantiated (Charges),,,Yes,,,Forfeit vacation 8 days,Closed: Resolved by plea,12/03/2020,Forfeit vacation 4 days
201702922,950150,Substantiated (Formalized Training),,09/28/2018,No,,,,,,Instructions
201703007,951287,Substantiated (Formalized Training),,10/28/2018,No,,,,,,Formalized Training
201703013,936967,Substantiated (Formalized Training),,08/28/2018,No,,,,,,Formalized Training
201703019,951332,Substantiated (Command Lvl Instructions),,10/28/2018,No,,,,,,No penalty
201703055,943785,Substantiated (Command Discipline A),,09/28/2018,No,,,,,,No penalty
201703055,947240,Substantiated (Command Discipline A),,09/28/2018,No,,,,,,No penalty
201703065,934465,Substantiated (Command Discipline A),,09/28/2018,No,,,,,,Closed Administratively (No penalty reported)
201703122,940778,Substantiated (Command Discipline A),,07/28/2018,No,,,,,,Command Discipline - A
201703145,946708,Substantiated (Formalized Training),,10/28/2018,No,,,,,,Formalized Training
201703185,922827,Substantiated (Command Discipline B),,10/28/2018,No,,,,,,No penalty
201703207,954472,Substantiated (Charges),,,Yes,Forfeit vacation 25 days,Forfeit vacation 25 days,,Closed: Guilty after trial,11/12/2018,Dismissal Probation / Forfeit vacation 25 days
201703230,930430,Substantiated (Command Lvl Instructions),,09/28/2020,No,,,,,,No penalty
201703230,947111,Substantiated (Command Lvl Instructions),,09/28/2020,No,,,,,,Retired
201703230,952073,Substantiated (Command Discipline A),,09/28/2020,No,,,,,,No penalty
201703230,953394,Substantiated (Command Lvl Instructions),,09/28/2020,No,,,,,,No penalty
201703268,956189,Substantiated (Command Discipline A),,10/28/2018,No,,,,,,No penalty
201703268,956201,Substantiated (Command Lvl Instructions),,10/28/2018,No,,,,,,No penalty
201703370,944576,Substantiated (Command Lvl Instructions),,10/28/2018,No,,,,,,Instructions
201703383,955068,Substantiated (Command Lvl Instructions),,09/28/2018,No,,,,,,Formalized Training
201703447,955381,Substantiated (Command Lvl Instructions),,12/28/2017,No,,,,,,Command Level Instructions
201703477,936957,Substantiated (Command Lvl Instructions),,07/28/2018,No,,,,,,Instructions
201703477,941840,Substantiated (Command Lvl Instructions),,07/28/2018,No,,,,,,Command Discipline - A
201703660,960796,Substantiated (Formalized Training),,10/28/2018,No,,,,,,Formalized Training
201703705,938197,Substantiated (Command Discipline B),,10/28/2018,No,,,,,,Command Discipline - B
201703752,944547,Substantiated (Charges),,,Yes,Forfeit vacation 15 days,Forfeit vacation 20 days,,Closed: Guilty after trial,04/21/2020,Forfeit vacation 20 days
201703758,922464,Substantiated (Command Lvl Instructions),,11/28/2018,No,,,,,,No penalty
201703758,933137,Substantiated (Command Lvl Instructions),,11/28/2018,No,,,,,,No penalty
201703835,929882,Substantiated (Command Lvl Instructions),,10/28/2018,No,,,,,,Command Discipline - A
201703848,916697,Substantiated (Command Lvl Instructions),,10/28/2018,No,,,,,,Formalized Training
201703855,955083,Substantiated (Command Lvl Instructions),,10/28/2018,No,,,,,,Formalized Training
201703884,944776,Substantiated (Command Discipline B),,09/28/2018,No,,,,,,Formalized Training
201703894,959503,Substantiated (Formalized Training),,08/28/2018,No,,,,,,Formalized Training
201703897,926257,Substantiated (Command Lvl Instructions),,09/28/2018,No,,,,,,No penalty
201703942,934934,Substantiated (Charges),,,Yes,Forfeit vacation 5 days,,,Closed: Not guilty after trial,11/20/2019,
201703942,952044,Substantiated (Charges),,,Yes,Forfeit vacation 15 days,,,Closed: Not guilty after trial,11/20/2019,
201703983,919492,Substantiated (Command Discipline A),,07/28/2018,No,,,,,,Command Discipline - A
201704008,951287,Substantiated (Formalized Training),,10/28/2018,No,,,,,,Formalized Training
201704011,903665,Substantiated (Command Discipline A),,11/28/2018,No,,,,,,Formalized Training
201704011,952165,Substantiated (Command Discipline A),,11/28/2018,No,,,,,,Formalized Training
201704022,955761,Substantiated (Command Discipline A),,06/28/2020,No,,,,,,Command Discipline - A
201704022,956170,Substantiated (Command Discipline A),,06/28/2020,No,,,,,,Command Discipline - A
201704047,923195,Substantiated (Command Lvl Instructions),,03/28/2018,No,,,,,,Command Discipline - A
201704050,915903,Substantiated (Command Lvl Instructions),,10/28/2017,No,,,,,,Retired
201704075,945533,Substantiated (Formalized Training),,09/28/2018,No,,,,,,Formalized Training
201704122,957295,Substantiated (Formalized Training),,06/28/2018,No,,,,,,Formalized Training
